3058.035,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Investigación y Desarrollo LSI"
3058.036,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Reparación y Mantenimiento de Embarcaciones Marítimas LSI"
3058.037,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Reparación y Mantenimiento de Aeronaves LSI"
3058.038,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Procesos Empresariales LSI"
3058.039,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Servicios Medico-Hospitalarios LSI"
3058.040,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Servicios Financieros Internacionales LSI"
3058.043,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Reparación y Mantenimiento de Contenedores LSI"
3058.044,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Reparación de Equipos Tecnológicos LSI"
3058.054,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Atención Ancianos y Convalecientes LSI"
3058.055,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Telemedicina LSI"
3058.056,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Cinematografía LSI"
3058.082,"Reexportación Proveniente de Admisión Temporal Centro Servicio LSI, Remisión entre Centros de Servicios LSI"
3059.000,"Reexportación Proveniente de Admisión Temporal Reparación de Equipo Tecnológico Parque de Servicios, Régimen Común"
3059.057,"Reexportación Proveniente de Admisión Temporal Reparación de Equipo Tecnológico Parque de Servicios, Remisión entre Usuarios Directos del Mismo Parque de Servicios"
3059.058,"Reexportación Proveniente de Admisión Temporal Reparación de Equipo Tecnológico Parque de Servicios, Remisión entre Usuarios Directos de Diferente Parque de Servicios"
3059.033,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Centro Internacional de llamadas(Call Center)"
3059.034,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Tecnologías de Información LSI"
3059.035,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Investigación y Desarrollo LSI"
3059.038,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Procesos Empresariales LSI"
3059.039,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Servicios Medico-Hospitalarios LSI"
3059.040,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Servicios Financieros Internacionales LSI"
3059.044,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Reparación de Equipos Tecnológicos LSI"
3059.047,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Remisión a Departamento de Subastas"
3059.054,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Atención Ancianos y Convalecientes LSI"
3059.055,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Telemedicina LS"
3059.056,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Cinematografía LSI"
3059.081,"Reexportación Proveniente de Servicios Internacionales en Parques de Servicios, Remisión entre Usuarios Directos"
3070.000,"Reexportación Proveniente de Depósito., Régimen Común"
3070.047,"Reexportación Proveniente de Depósito., Remisión a Departamento de Subastas"
3070.072,"Reexportación Proveniente de Depósito., Decreto 738 Eléctricos e Híbridos"
3071.000,Reexp. Prov. de Deposito.
0000.000,Tránsito Aduanero
